#correcteur=PID,Kp=60,Ki=15,Kd=8,FF=204.0,Vc=0.7
t_s,mode,vitesse_freq_ms,vitesse_periode_ms,consigne_vitesse_ms,distance_m,consigne_dist_m,erreur_m,commande_pwm
19.4,3,0.0,0.01,0.7,0.277,0.3,-0.023,0.0
19.5,3,0.0,0.0095,0.7,0.2756,0.3,-0.0244,0.0
19.6,3,0.0963,0.0038,0.7,0.275,0.3,-0.025,0.0
19.7,3,0.0585,0.0,0.7,0.2752,0.3,-0.0248,0.0
19.8,3,0.0,0.0064,0.7,0.2762,0.3,-0.0238,0.0
19.9,3,0.0301,0.0192,0.7,0.278,0.3,-0.022,0.0
20.0,3,0.0678,0.0166,0.7,0.2805,0.3,-0.0195,0.0
20.1,3,0.0,0.0057,0.7,0.2836,0.3,-0.0164,0.0
20.2,3,0.4171,0.0,0.7,0.2872,0.3,-0.0128,210.0
20.3,3,0.5411,0.502,0.7,0.2912,0.3,-0.0088,-0.2
20.4,3,0.1819,0.4502,0.7,0.2955,0.3,-0.0045,0.0
20.5,3,0.1791,0.267,0.7,0.3,0.3,0.0,0.0
20.6,3,0.0666,0.1529,0.7,0.3045,0.3,0.0045,0.0
20.7,3,0.0655,0.0804,0.7,0.3088,0.3,0.0088,0.0
20.8,3,0.3537,0.0469,0.7,0.3128,0.3,0.0128,210.0
20.9,3,0.5158,0.4841,0.7,0.3164,0.3,0.0164,134.0
21.0,3,0.4966,0.569,0.7,0.3195,0.3,0.0195,0.0
21.1,3,0.159,0.3219,0.7,0.322,0.3,0.022,0.0
21.2,3,0.1285,0.1888,0.7,0.3238,0.3,0.0238,0.0
21.3,3,0.0922,0.1046,0.7,0.3248,0.3,0.0248,0.0
21.4,3,0.0,0.0804,0.7,0.325,0.3,0.025,0.0
21.5,3,0.4231,0.0369,0.7,0.3244,0.3,0.0244,210.0
21.6,3,0.5072,0.4853,0.7,0.323,0.3,0.023,134.0
21.7,3,0.2972,0.5573,0.7,0.3209,0.3,0.0209,0.0
21.8,3,0.2315,0.3266,0.7,0.3181,0.3,0.0181,0.0
